transport_infrastructure,country,nuts_2,year,value,unit
motorways,PL,PL72,2012,,KM_TKM2
motorways,PL,PL81,2012,,KM_TKM2
motorways,PL,PL82,2012,,KM_TKM2
motorways,PL,PL84,2012,,KM_TKM2
motorways,PT,PT20,2012,0,KM_TKM2
motorways,PT,PT30,2012,0,KM_TKM2
motorways,RO,RO11,2012,2,KM_TKM2
motorways,RO,RO12,2012,1,KM_TKM2
motorways,RO,RO21,2012,0,KM_TKM2
motorways,RO,RO22,2012,2,KM_TKM2
motorways,RO,RO31,2012,8,KM_TKM2
motorways,RO,RO32,2012,44,KM_TKM2
motorways,RO,RO41,2012,0,KM_TKM2
motorways,RO,RO42,2012,2,KM_TKM2
motorways,SE,SE11,2012,46,KM_TKM2
motorways,SE,SE12,2012,15,KM_TKM2
motorways,SE,SE21,2012,6,KM_TKM2
motorways,SE,SE22,2012,24,KM_TKM2
motorways,SE,SE23,2012,18,KM_TKM2
motorways,SE,SE31,2012,1,KM_TKM2
motorways,SE,SE32,2012,0,KM_TKM2
motorways,SE,SE33,2012,0,KM_TKM2
motorways,SI,SI03,2012,31,KM_TKM2
motorways,SI,SI04,2012,49,KM_TKM2
motorways,SK,SK01,2012,56,KM_TKM2
motorways,SK,SK02,2012,11,KM_TKM2
motorways,SK,SK03,2012,4,KM_TKM2
motorways,SK,SK04,2012,6,KM_TKM2
motorways,TR,TR10,2012,36,KM_TKM2
motorways,TR,TR21,2012,9,KM_TKM2
motorways,TR,TR22,2012,0,KM_TKM2
motorways,TR,TR31,2012,18,KM_TKM2
motorways,TR,TR32,2012,2,KM_TKM2
motorways,TR,TR33,2012,0,KM_TKM2
motorways,TR,TR41,2012,3,KM_TKM2
motorways,TR,TR42,2012,16,KM_TKM2
motorways,TR,TR51,2012,8,KM_TKM2
motorways,TR,TR52,2012,0,KM_TKM2
motorways,TR,TR61,2012,0,KM_TKM2
motorways,TR,TR62,2012,11,KM_TKM2
motorways,TR,TR63,2012,8,KM_TKM2
motorways,TR,TR71,2012,4,KM_TKM2
motorways,TR,TR72,2012,0,KM_TKM2
motorways,TR,TR81,2012,0,KM_TKM2
motorways,TR,TR82,2012,0,KM_TKM2
motorways,TR,TR83,2012,0,KM_TKM2
motorways,TR,TR90,2012,0,KM_TKM2
motorways,TR,TRA1,2012,0,KM_TKM2
motorways,TR,TRA2,2012,0,KM_TKM2
motorways,TR,TRB1,2012,0,KM_TKM2
motorways,TR,TRB2,2012,0,KM_TKM2
motorways,TR,TRC1,2012,9,KM_TKM2
motorways,TR,TRC2,2012,4,KM_TKM2
motorways,TR,TRC3,2012,0,KM_TKM2
motorways,UK,UKN0,2012,9,KM_TKM2
motorways,AT,AT11,2013,22,KM_TKM2
motorways,AT,AT12,2013,19,KM_TKM2
motorways,AT,AT13,2013,109,KM_TKM2
motorways,AT,AT21,2013,26,KM_TKM2
motorways,AT,AT22,2013,19,KM_TKM2
motorways,AT,AT31,2013,26,KM_TKM2
motorways,AT,AT32,2013,20,KM_TKM2
motorways,AT,AT33,2013,15,KM_TKM2
motorways,AT,AT34,2013,25,KM_TKM2
motorways,BE,BE10,2013,70,KM_TKM2
motorways,BE,BE21,2013,79,KM_TKM2
motorways,BE,BE22,2013,44,KM_TKM2
motorways,BE,BE23,2013,66,KM_TKM2
motorways,BE,BE24,2013,83,KM_TKM2
motorways,BE,BE25,2013,60,KM_TKM2
motorways,BE,BE31,2013,57,KM_TKM2
motorways,BE,BE32,2013,75,KM_TKM2
motorways,BE,BE33,2013,69,KM_TKM2
motorways,BE,BE34,2013,35,KM_TKM2
motorways,BE,BE35,2013,28,KM_TKM2
motorways,BG,BG31,2013,0,KM_TKM2
motorways,BG,BG32,2013,0,KM_TKM2
motorways,BG,BG33,2013,6,KM_TKM2
motorways,BG,BG34,2013,10,KM_TKM2
motorways,BG,BG41,2013,8,KM_TKM2
motorways,BG,BG42,2013,6,KM_TKM2
motorways,CH,CH01,2013,34,KM_TKM2
motorways,CH,CH02,2013,34,KM_TKM2
motorways,CH,CH03,2013,71,KM_TKM2
motorways,CH,CH04,2013,83,KM_TKM2
motorways,CH,CH05,2013,21,KM_TKM2
motorways,CH,CH06,2013,42,KM_TKM2
motorways,CH,CH07,2013,40,KM_TKM2
motorways,CY,CY00,2013,28,KM_TKM2
motorways,CZ,CZ01,2013,23,KM_TKM2
motorways,CZ,CZ02,2013,18,KM_TKM2
motorways,CZ,CZ03,2013,9,KM_TKM2
motorways,CZ,CZ04,2013,7,KM_TKM2
motorways,CZ,CZ05,2013,2,KM_TKM2
motorways,CZ,CZ06,2013,17,KM_TKM2
motorways,CZ,CZ07,2013,6,KM_TKM2
motorways,CZ,CZ08,2013,11,KM_TKM2
motorways,DE,DE11,2013,,KM_TKM2
motorways,DE,DE12,2013,,KM_TKM2
motorways,DE,DE13,2013,,KM_TKM2
motorways,DE,DE14,2013,,KM_TKM2
motorways,DE,DE21,2013,,KM_TKM2
motorways,DE,DE22,2013,,KM_TKM2
motorways,DE,DE23,2013,,KM_TKM2
motorways,DE,DE24,2013,,KM_TKM2
motorways,DE,DE25,2013,,KM_TKM2
motorways,DE,DE26,2013,,KM_TKM2
motorways,DE,DE27,2013,,KM_TKM2
motorways,DE,DE30,2013,86,KM_TKM2
motorways,DE,DE40,2013,27,KM_TKM2
motorways,DE,DE50,2013,179,KM_TKM2
motorways,DE,DE60,2013,107,KM_TKM2
motorways,DE,DE71,2013,,KM_TKM2
motorways,DE,DE72,2013,,KM_TKM2
motorways,DE,DE73,2013,,KM_TKM2
motorways,DE,DE80,2013,24,KM_TKM2
motorways,DE,DE91,2013,,KM_TKM2
motorways,DE,DE92,2013,,KM_TKM2
motorways,DE,DE93,2013,,KM_TKM2
motorways,DE,DE94,2013,,KM_TKM2
motorways,DE,DEA1,2013,,KM_TKM2
motorways,DE,DEA2,2013,,KM_TKM2
motorways,DE,DEA3,2013,,KM_TKM2
motorways,DE,DEA4,2013,,KM_TKM2
motorways,DE,DEA5,2013,,KM_TKM2
motorways,DE,DEB1,2013,,KM_TKM2
motorways,DE,DEB2,2013,,KM_TKM2
motorways,DE,DEB3,2013,,KM_TKM2
motorways,DE,DEC0,2013,93,KM_TKM2
motorways,DE,DED2,2013,,KM_TKM2
motorways,DE,DED4,2013,,KM_TKM2
motorways,DE,DED5,2013,,KM_TKM2
motorways,DE,DEE0,2013,20,KM_TKM2
motorways,DE,DEF0,2013,34,KM_TKM2
motorways,DE,DEG0,2013,32,KM_TKM2
motorways,DK,DK01,2013,63,KM_TKM2
motorways,DK,DK02,2013,37,KM_TKM2
motorways,DK,DK03,2013,31,KM_TKM2
motorways,DK,DK04,2013,17,KM_TKM2
motorways,DK,DK05,2013,24,KM_TKM2
motorways,EE,EE00,2013,3,KM_TKM2
motorways,ES,ES11,2013,35,KM_TKM2
motorways,ES,ES12,2013,41,KM_TKM2
motorways,ES,ES13,2013,43,KM_TKM2
motorways,ES,ES21,2013,74,KM_TKM2
motorways,ES,ES22,2013,36,KM_TKM2
motorways,ES,ES23,2013,33,KM_TKM2
motorways,ES,ES24,2013,16,KM_TKM2
motorways,ES,ES30,2013,98,KM_TKM2
motorways,ES,ES41,2013,24,KM_TKM2
motorways,ES,ES42,2013,23,KM_TKM2
motorways,ES,ES43,2013,17,KM_TKM2
motorways,ES,ES51,2013,45,KM_TKM2
motorways,ES,ES52,2013,50,KM_TKM2
motorways,ES,ES53,2013,19,KM_TKM2
motorways,ES,ES61,2013,28,KM_TKM2
motorways,ES,ES62,2013,50,KM_TKM2
motorways,ES,ES63,2013,0,KM_TKM2
motorways,ES,ES64,2013,0,KM_TKM2
motorways,ES,ES70,2013,31,KM_TKM2
motorways,FI,FI19,2013,2,KM_TKM2
motorways,FI,FI1B,2013,31,KM_TKM2
motorways,FI,FI1C,2013,9,KM_TKM2
motorways,FI,FI1D,2013,1,KM_TKM2
motorways,FI,FI20,2013,0,KM_TKM2
motorways,FR,FR10,2013,51,KM_TKM2
motorways,FR,FRB0,2013,25,KM_TKM2
motorways,FR,FRC1,2013,22,KM_TKM2
motorways,FR,FRC2,2013,13,KM_TKM2
motorways,FR,FRD1,2013,16,KM_TKM2
motorways,FR,FRD2,2013,35,KM_TKM2
motorways,FR,FRE1,2013,51,KM_TKM2
motorways,FR,FRE2,2013,28,KM_TKM2
motorways,FR,FRF1,2013,37,KM_TKM2
motorways,FR,FRF2,2013,20,KM_TKM2
motorways,FR,FRF3,2013,20,KM_TKM2
motorways,FR,FRG0,2013,23,KM_TKM2
motorways,FR,FRH0,2013,2,KM_TKM2
motorways,FR,FRI1,2013,21,KM_TKM2
motorways,FR,FRI2,2013,16,KM_TKM2
motorways,FR,FRI3,2013,12,KM_TKM2
motorways,FR,FRJ1,2013,21,KM_TKM2
motorways,FR,FRJ2,2013,14,KM_TKM2
motorways,FR,FRK1,2013,15,KM_TKM2
motorways,FR,FRK2,2013,29,KM_TKM2
motorways,FR,FRL0,2013,24,KM_TKM2
motorways,FR,FRM0,2013,0,KM_TKM2
motorways,FR,FRY1,2013,,KM_TKM2
motorways,FR,FRY2,2013,0,KM_TKM2
motorways,FR,FRY3,2013,0,KM_TKM2
motorways,FR,FRY4,2013,0,KM_TKM2
motorways,FR,FRY5,2013,0,KM_TKM2
motorways,HR,HR03,2013,26,KM_TKM2
motorways,HR,HR04,2013,20,KM_TKM2
motorways,HU,HU11,2013,,KM_TKM2
motorways,HU,HU12,2013,,KM_TKM2
motorways,HU,HU21,2013,24,KM_TKM2
motorways,HU,HU22,2013,15,KM_TKM2
motorways,HU,HU23,2013,21,KM_TKM2
motorways,HU,HU31,2013,13,KM_TKM2
motorways,HU,HU32,2013,10,KM_TKM2
motorways,HU,HU33,2013,10,KM_TKM2
motorways,IE,IE04,2013,,KM_TKM2
motorways,IE,IE05,2013,,KM_TKM2
motorways,IE,IE06,2013,,KM_TKM2
motorways,IS,IS00,2013,,KM_TKM2
motorways,IT,ITC1,2013,32,KM_TKM2
motorways,IT,ITC2,2013,35,KM_TKM2
motorways,IT,ITC3,2013,69,KM_TKM2
motorways,IT,ITC4,2013,26,KM_TKM2
motorways,IT,ITF1,2013,32,KM_TKM2
motorways,IT,ITF2,2013,8,KM_TKM2
motorways,IT,ITF3,2013,32,KM_TKM2
motorways,IT,ITF4,2013,16,KM_TKM2
motorways,IT,ITF5,2013,3,KM_TKM2
motorways,IT,ITF6,2013,19,KM_TKM2
motorways,IT,ITG1,2013,26,KM_TKM2
motorways,IT,ITG2,2013,,KM_TKM2
motorways,IT,ITH1,2013,29 d,KM_TKM2
motorways,IT,ITH3,2013,30,KM_TKM2
motorways,IT,ITH4,2013,27,KM_TKM2
motorways,IT,ITH5,2013,25,KM_TKM2
motorways,IT,ITI1,2013,19,KM_TKM2
motorways,IT,ITI2,2013,7,KM_TKM2
motorways,IT,ITI3,2013,18,KM_TKM2
motorways,IT,ITI4,2013,27,KM_TKM2
motorways,LI,LI00,2013,: z,KM_TKM2
motorways,LT,LT01,2013,,KM_TKM2
motorways,LT,LT02,2013,,KM_TKM2
motorways,LU,LU00,2013,59,KM_TKM2
motorways,LV,LV00,2013,0,KM_TKM2
motorways,MT,MT00,2013,,KM_TKM2
motorways,NL,NL11,2013,41,KM_TKM2
motorways,NL,NL12,2013,60,KM_TKM2
motorways,NL,NL13,2013,48,KM_TKM2
motorways,NL,NL21,2013,45,KM_TKM2
motorways,NL,NL22,2013,79,KM_TKM2
motorways,NL,NL23,2013,73,KM_TKM2
motorways,NL,NL31,2013,128,KM_TKM2
motorways,NL,NL32,2013,109,KM_TKM2
motorways,NL,NL33,2013,129,KM_TKM2
motorways,NL,NL34,2013,38,KM_TKM2
motorways,NL,NL41,2013,100,KM_TKM2
motorways,NL,NL42,2013,99,KM_TKM2
motorways,NO,NO01,2013,33,KM_TKM2
motorways,NO,NO02,2013,0,KM_TKM2
motorways,NO,NO03,2013,5,KM_TKM2
motorways,NO,NO04,2013,3,KM_TKM2
motorways,NO,NO05,2013,0,KM_TKM2
motorways,NO,NO06,2013,0,KM_TKM2
motorways,NO,NO07,2013,0,KM_TKM2
motorways,PL,PL21,2013,9,KM_TKM2
motorways,PL,PL22,2013,14,KM_TKM2
motorways,PL,PL41,2013,7,KM_TKM2
motorways,PL,PL42,2013,1,KM_TKM2
motorways,PL,PL43,2013,6,KM_TKM2
motorways,PL,PL51,2013,11,KM_TKM2
motorways,PL,PL52,2013,9,KM_TKM2
motorways,PL,PL61,2013,8,KM_TKM2
motorways,PL,PL62,2013,0,KM_TKM2
motorways,PL,PL63,2013,4,KM_TKM2
motorways,PL,PL71,2013,,KM_TKM2
motorways,PL,PL72,2013,,KM_TKM2
motorways,PL,PL81,2013,,KM_TKM2
motorways,PL,PL82,2013,,KM_TKM2
motorways,PL,PL84,2013,,KM_TKM2
motorways,PT,PT20,2013,0,KM_TKM2
motorways,PT,PT30,2013,0,KM_TKM2
motorways,RO,RO11,2013,2,KM_TKM2
motorways,RO,RO12,2013,2,KM_TKM2
motorways,RO,RO21,2013,0,KM_TKM2
motorways,RO,RO22,2013,2,KM_TKM2
motorways,RO,RO31,2013,8,KM_TKM2
motorways,RO,RO32,2013,43,KM_TKM2
motorways,RO,RO41,2013,0,KM_TKM2
motorways,RO,RO42,2013,4,KM_TKM2
motorways,SE,SE11,2013,47,KM_TKM2
motorways,SE,SE12,2013,15,KM_TKM2
motorways,SE,SE21,2013,6,KM_TKM2
motorways,SE,SE22,2013,25,KM_TKM2
motorways,SE,SE23,2013,19,KM_TKM2
motorways,SE,SE31,2013,1,KM_TKM2
motorways,SE,SE32,2013,0,KM_TKM2
motorways,SE,SE33,2013,0,KM_TKM2
motorways,SI,SI03,2013,31,KM_TKM2
motorways,SI,SI04,2013,48,KM_TKM2
motorways,SK,SK01,2013,55,KM_TKM2
motorways,SK,SK02,2013,10,KM_TKM2
motorways,SK,SK03,2013,4,KM_TKM2
motorways,SK,SK04,2013,6,KM_TKM2
motorways,TR,TR10,2013,58,KM_TKM2
motorways,TR,TR21,2013,9,KM_TKM2
motorways,TR,TR22,2013,,KM_TKM2
motorways,TR,TR31,2013,18,KM_TKM2
motorways,TR,TR32,2013,2,KM_TKM2
motorways,TR,TR33,2013,,KM_TKM2
motorways,TR,TR41,2013,3,KM_TKM2
motorways,TR,TR42,2013,16,KM_TKM2
motorways,TR,TR51,2013,8,KM_TKM2
motorways,TR,TR52,2013,,KM_TKM2
motorways,TR,TR61,2013,,KM_TKM2
motorways,TR,TR62,2013,10,KM_TKM2
motorways,TR,TR63,2013,8,KM_TKM2
motorways,TR,TR71,2013,4,KM_TKM2
motorways,TR,TR72,2013,,KM_TKM2
motorways,TR,TR81,2013,,KM_TKM2
motorways,TR,TR82,2013,,KM_TKM2
motorways,TR,TR83,2013,,KM_TKM2
motorways,TR,TR90,2013,0,KM_TKM2
motorways,TR,TRA1,2013,,KM_TKM2
motorways,TR,TRA2,2013,,KM_TKM2
motorways,TR,TRB1,2013,,KM_TKM2
motorways,TR,TRB2,2013,,KM_TKM2
motorways,TR,TRC1,2013,10,KM_TKM2
motorways,TR,TRC2,2013,4,KM_TKM2
motorways,TR,TRC3,2013,,KM_TKM2
motorways,UK,UKN0,2013,8,KM_TKM2
motorways,AT,AT11,2014,22,KM_TKM2
motorways,AT,AT12,2014,19,KM_TKM2
motorways,AT,AT13,2014,109,KM_TKM2
motorways,AT,AT21,2014,26,KM_TKM2
motorways,AT,AT22,2014,19,KM_TKM2
motorways,AT,AT31,2014,26,KM_TKM2
motorways,AT,AT32,2014,20,KM_TKM2
motorways,AT,AT33,2014,15,KM_TKM2
motorways,AT,AT34,2014,25,KM_TKM2
motorways,BE,BE10,2014,70,KM_TKM2
motorways,BE,BE21,2014,79,KM_TKM2
motorways,BE,BE22,2014,44,KM_TKM2
motorways,BE,BE23,2014,66,KM_TKM2
motorways,BE,BE24,2014,83,KM_TKM2
motorways,BE,BE25,2014,60,KM_TKM2
motorways,BE,BE31,2014,57,KM_TKM2
motorways,BE,BE32,2014,75,KM_TKM2
motorways,BE,BE33,2014,69,KM_TKM2
motorways,BE,BE34,2014,35,KM_TKM2
motorways,BE,BE35,2014,28,KM_TKM2
motorways,BG,BG31,2014,0,KM_TKM2
motorways,BG,BG32,2014,0,KM_TKM2
motorways,BG,BG33,2014,6,KM_TKM2
motorways,BG,BG34,2014,11,KM_TKM2
motorways,BG,BG41,2014,8,KM_TKM2
motorways,BG,BG42,2014,7,KM_TKM2
motorways,CH,CH01,2014,34,KM_TKM2
motorways,CH,CH02,2014,35,KM_TKM2
motorways,CH,CH03,2014,71,KM_TKM2
motorways,CH,CH04,2014,83,KM_TKM2
motorways,CH,CH05,2014,21,KM_TKM2
motorways,CH,CH06,2014,42,KM_TKM2
motorways,CH,CH07,2014,40,KM_TKM2
motorways,CY,CY00,2014,28,KM_TKM2
motorways,CZ,CZ01,2014,22,KM_TKM2
motorways,CZ,CZ02,2014,18,KM_TKM2
motorways,CZ,CZ03,2014,9,KM_TKM2
motorways,CZ,CZ04,2014,7,KM_TKM2
motorways,CZ,CZ05,2014,2,KM_TKM2
motorways,CZ,CZ06,2014,17,KM_TKM2
motorways,CZ,CZ07,2014,6,KM_TKM2
motorways,CZ,CZ08,2014,11,KM_TKM2
motorways,DE,DE11,2014,,KM_TKM2
motorways,DE,DE12,2014,,KM_TKM2
motorways,DE,DE13,2014,,KM_TKM2
motorways,DE,DE14,2014,,KM_TKM2
motorways,DE,DE21,2014,,KM_TKM2
motorways,DE,DE22,2014,,KM_TKM2
motorways,DE,DE23,2014,,KM_TKM2
motorways,DE,DE24,2014,,KM_TKM2
motorways,DE,DE25,2014,,KM_TKM2
motorways,DE,DE26,2014,,KM_TKM2
motorways,DE,DE27,2014,,KM_TKM2
motorways,DE,DE30,2014,86,KM_TKM2
motorways,DE,DE40,2014,27,KM_TKM2
motorways,DE,DE50,2014,191,KM_TKM2
motorways,DE,DE60,2014,107,KM_TKM2
motorways,DE,DE71,2014,,KM_TKM2
motorways,DE,DE72,2014,,KM_TKM2
motorways,DE,DE73,2014,,KM_TKM2
motorways,DE,DE80,2014,24,KM_TKM2
motorways,DE,DE91,2014,,KM_TKM2
motorways,DE,DE92,2014,,KM_TKM2
motorways,DE,DE93,2014,,KM_TKM2
motorways,DE,DE94,2014,,KM_TKM2
motorways,DE,DEA1,2014,,KM_TKM2
motorways,DE,DEA2,2014,,KM_TKM2
motorways,DE,DEA3,2014,,KM_TKM2
motorways,DE,DEA4,2014,,KM_TKM2
motorways,DE,DEA5,2014,,KM_TKM2
motorways,DE,DEB1,2014,,KM_TKM2
motorways,DE,DEB2,2014,,KM_TKM2
motorways,DE,DEB3,2014,,KM_TKM2
motorways,DE,DEC0,2014,93,KM_TKM2
motorways,DE,DED2,2014,,KM_TKM2
motorways,DE,DED4,2014,,KM_TKM2
motorways,DE,DED5,2014,,KM_TKM2
motorways,DE,DEE0,2014,20,KM_TKM2
motorways,DE,DEF0,2014,34,KM_TKM2
motorways,DE,DEG0,2014,32,KM_TKM2
motorways,DK,DK01,2014,62,KM_TKM2
motorways,DK,DK02,2014,37,KM_TKM2
motorways,DK,DK03,2014,31,KM_TKM2
motorways,DK,DK04,2014,19,KM_TKM2
motorways,DK,DK05,2014,24,KM_TKM2
motorways,EE,EE00,2014,3,KM_TKM2
motorways,ES,ES11,2014,35,KM_TKM2
motorways,ES,ES12,2014,43,KM_TKM2
motorways,ES,ES13,2014,43,KM_TKM2
motorways,ES,ES21,2014,66,KM_TKM2
motorways,ES,ES22,2014,36,KM_TKM2
motorways,ES,ES23,2014,35,KM_TKM2
motorways,ES,ES24,2014,16,KM_TKM2
motorways,ES,ES30,2014,98,KM_TKM2
motorways,ES,ES41,2014,24,KM_TKM2
motorways,ES,ES42,2014,23,KM_TKM2
motorways,ES,ES43,2014,17,KM_TKM2
motorways,ES,ES51,2014,46,KM_TKM2
motorways,ES,ES52,2014,49,KM_TKM2
motorways,ES,ES53,2014,19,KM_TKM2
motorways,ES,ES61,2014,29,KM_TKM2
motorways,ES,ES62,2014,50,KM_TKM2
motorways,ES,ES63,2014,0,KM_TKM2
motorways,ES,ES64,2014,0,KM_TKM2
motorways,ES,ES70,2014,32,KM_TKM2
motorways,FI,FI19,2014,2,KM_TKM2
motorways,FI,FI1B,2014,35,KM_TKM2
motorways,FI,FI1C,2014,10,KM_TKM2
motorways,FI,FI1D,2014,1,KM_TKM2
motorways,FI,FI20,2014,0,KM_TKM2
motorways,FR,FR10,2014,51,KM_TKM2
motorways,FR,FRB0,2014,25,KM_TKM2
motorways,FR,FRC1,2014,22,KM_TKM2
motorways,FR,FRC2,2014,13,KM_TKM2
motorways,FR,FRD1,2014,17,KM_TKM2
motorways,FR,FRD2,2014,35,KM_TKM2
motorways,FR,FRE1,2014,51,KM_TKM2
motorways,FR,FRE2,2014,28,KM_TKM2
motorways,FR,FRF1,2014,37,KM_TKM2
motorways,FR,FRF2,2014,20,KM_TKM2
motorways,FR,FRF3,2014,20,KM_TKM2
motorways,FR,FRG0,2014,23,KM_TKM2
motorways,FR,FRH0,2014,2,KM_TKM2
motorways,FR,FRI1,2014,19,KM_TKM2
motorways,FR,FRI2,2014,16,KM_TKM2
motorways,FR,FRI3,2014,12,KM_TKM2
motorways,FR,FRJ1,2014,21,KM_TKM2
motorways,FR,FRJ2,2014,14,KM_TKM2
motorways,FR,FRK1,2014,15,KM_TKM2
motorways,FR,FRK2,2014,29,KM_TKM2
motorways,FR,FRL0,2014,24,KM_TKM2
motorways,FR,FRM0,2014,0,KM_TKM2
motorways,FR,FRY1,2014,0,KM_TKM2
motorways,FR,FRY2,2014,0,KM_TKM2
motorways,FR,FRY3,2014,0,KM_TKM2
motorways,FR,FRY4,2014,0,KM_TKM2
motorways,FR,FRY5,2014,0,KM_TKM2
motorways,HR,HR03,2014,26,KM_TKM2
motorways,HR,HR04,2014,20,KM_TKM2
motorways,HU,HU11,2014,,KM_TKM2
motorways,HU,HU12,2014,,KM_TKM2
motorways,HU,HU21,2014,24,KM_TKM2
motorways,HU,HU22,2014,15,KM_TKM2
motorways,HU,HU23,2014,21,KM_TKM2
motorways,HU,HU31,2014,13,KM_TKM2
motorways,HU,HU32,2014,11,KM_TKM2
motorways,HU,HU33,2014,10,KM_TKM2
motorways,IE,IE04,2014,,KM_TKM2
motorways,IE,IE05,2014,,KM_TKM2
motorways,IE,IE06,2014,,KM_TKM2
motorways,IS,IS00,2014,,KM_TKM2
motorways,IT,ITC1,2014,32,KM_TKM2
motorways,IT,ITC2,2014,35,KM_TKM2
motorways,IT,ITC3,2014,69,KM_TKM2
motorways,IT,ITC4,2014,28,KM_TKM2
motorways,IT,ITF1,2014,32,KM_TKM2
motorways,IT,ITF2,2014,8,KM_TKM2
motorways,IT,ITF3,2014,32,KM_TKM2
motorways,IT,ITF4,2014,16,KM_TKM2
motorways,IT,ITF5,2014,3,KM_TKM2
motorways,IT,ITF6,2014,19,KM_TKM2
motorways,IT,ITG1,2014,26,KM_TKM2
motorways,IT,ITG2,2014,: z,KM_TKM2
motorways,IT,ITH1,2014,29 d,KM_TKM2
motorways,IT,ITH3,2014,31,KM_TKM2
motorways,IT,ITH4,2014,27,KM_TKM2
motorways,IT,ITH5,2014,25,KM_TKM2
motorways,IT,ITI1,2014,19,KM_TKM2
motorways,IT,ITI2,2014,7,KM_TKM2
motorways,IT,ITI3,2014,18,KM_TKM2
motorways,IT,ITI4,2014,28,KM_TKM2
motorways,LI,LI00,2014,0,KM_TKM2
motorways,LT,LT01,2014,,KM_TKM2
motorways,LT,LT02,2014,,KM_TKM2
motorways,LU,LU00,2014,59,KM_TKM2
motorways,LV,LV00,2014,0,KM_TKM2
motorways,MT,MT00,2014,0,KM_TKM2
motorways,NL,NL11,2014,41,KM_TKM2
motorways,NL,NL12,2014,61,KM_TKM2
motorways,NL,NL13,2014,48,KM_TKM2
motorways,NL,NL21,2014,45,KM_TKM2
motorways,NL,NL22,2014,79,KM_TKM2
motorways,NL,NL23,2014,73,KM_TKM2
motorways,NL,NL31,2014,128,KM_TKM2
motorways,NL,NL32,2014,111,KM_TKM2
motorways,NL,NL33,2014,129,KM_TKM2
motorways,NL,NL34,2014,39,KM_TKM2
motorways,NL,NL41,2014,100,KM_TKM2
motorways,NL,NL42,2014,99,KM_TKM2
motorways,NO,NO01,2014,36,KM_TKM2
motorways,NO,NO02,2014,1,KM_TKM2
motorways,NO,NO03,2014,5,KM_TKM2
motorways,NO,NO04,2014,3,KM_TKM2
motorways,NO,NO05,2014,0,KM_TKM2
motorways,NO,NO06,2014,0,KM_TKM2
motorways,NO,NO07,2014,0,KM_TKM2
motorways,PL,PL21,2014,10,KM_TKM2
motorways,PL,PL22,2014,14,KM_TKM2
motorways,PL,PL41,2014,7,KM_TKM2
motorways,PL,PL42,2014,1,KM_TKM2
motorways,PL,PL43,2014,6,KM_TKM2
motorways,PL,PL51,2014,11,KM_TKM2
motorways,PL,PL52,2014,9,KM_TKM2
motorways,PL,PL61,2014,9,KM_TKM2
motorways,PL,PL62,2014,0,KM_TKM2
motorways,PL,PL63,2014,4,KM_TKM2
motorways,PL,PL71,2014,,KM_TKM2
motorways,PL,PL72,2014,,KM_TKM2
motorways,PL,PL81,2014,,KM_TKM2
motorways,PL,PL82,2014,,KM_TKM2
motorways,PL,PL84,2014,,KM_TKM2
motorways,PT,PT20,2014,0,KM_TKM2
motorways,PT,PT30,2014,0,KM_TKM2
motorways,RO,RO11,2014,2,KM_TKM2
motorways,RO,RO12,2014,3,KM_TKM2
motorways,RO,RO21,2014,0,KM_TKM2
motorways,RO,RO22,2014,2,KM_TKM2
motorways,RO,RO31,2014,8,KM_TKM2
motorways,RO,RO32,2014,43,KM_TKM2
motorways,RO,RO41,2014,0,KM_TKM2
motorways,RO,RO42,2014,4,KM_TKM2
motorways,SE,SE11,2014,47,KM_TKM2
motorways,SE,SE12,2014,15,KM_TKM2
motorways,SE,SE21,2014,6,KM_TKM2
motorways,SE,SE22,2014,26,KM_TKM2
motorways,SE,SE23,2014,19,KM_TKM2
motorways,SE,SE31,2014,1,KM_TKM2
motorways,SE,SE32,2014,0,KM_TKM2
motorways,SE,SE33,2014,0,KM_TKM2
motorways,SI,SI03,2014,26,KM_TKM2
motorways,SI,SI04,2014,37,KM_TKM2
motorways,SK,SK01,2014,54,KM_TKM2
motorways,SK,SK02,2014,10,KM_TKM2
motorways,SK,SK03,2014,4,KM_TKM2
motorways,SK,SK04,2014,6,KM_TKM2
motorways,TR,TR10,2014,58,KM_TKM2
motorways,TR,TR21,2014,9,KM_TKM2
motorways,TR,TR22,2014,,KM_TKM2
motorways,TR,TR31,2014,18,KM_TKM2
motorways,TR,TR32,2014,2,KM_TKM2
motorways,TR,TR33,2014,,KM_TKM2
motorways,TR,TR41,2014,3,KM_TKM2
motorways,TR,TR42,2014,16,KM_TKM2
motorways,TR,TR51,2014,8,KM_TKM2
motorways,TR,TR52,2014,,KM_TKM2
motorways,TR,TR61,2014,,KM_TKM2
motorways,TR,TR62,2014,10,KM_TKM2
motorways,TR,TR63,2014,8,KM_TKM2
motorways,TR,TR71,2014,4,KM_TKM2
motorways,TR,TR72,2014,,KM_TKM2
motorways,TR,TR81,2014,,KM_TKM2
motorways,TR,TR82,2014,,KM_TKM2
motorways,TR,TR83,2014,,KM_TKM2
motorways,TR,TR90,2014,0,KM_TKM2
motorways,TR,TRA1,2014,,KM_TKM2
motorways,TR,TRA2,2014,,KM_TKM2
motorways,TR,TRB1,2014,,KM_TKM2
motorways,TR,TRB2,2014,,KM_TKM2
motorways,TR,TRC1,2014,10,KM_TKM2
motorways,TR,TRC2,2014,4,KM_TKM2
motorways,TR,TRC3,2014,,KM_TKM2
motorways,UK,UKN0,2014,8,KM_TKM2
